,day_of_week,hour,state,road_type,junction_type,weather_condition,road_condition,light_condition,speed_kmh,speed_limit_kmh,visibility_m,num_vehicles,driver_age,driver_experience_yrs,vehicle_type,alcohol_involved,seatbelt_worn,num_casualties,accident_severity,speed_excess_kmh,is_night
3688,0,12,5,1,0,0,4,4,58.14,120,678.2,1,33.0,11.4,5,0.0,0.0,0.0,1,0.0,0
3689,5,8,3,3,3,0,3,2,105.47,50,233.9,1,35.0,22.5,3,0.0,0.0,2.0,2,55.47,0
3690,3,0,6,2,0,0,4,1,74.57,100,761.0,2,37.0,1.1,3,0.0,1.0,0.0,0,0.0,1
3691,2,15,5,4,0,3,4,4,46.22,30,816.2,1,36.0,10.6,1,1.0,1.0,0.0,0,16.22,0
3692,1,7,2,4,3,0,4,1,84.48,120,567.2,3,66.0,1.6,5,0.0,1.0,1.0,1,0.0,0
3693,3,4,3,4,0,3,0,1,112.14,80,286.3,4,21.0,0.0,4,0.0,0.0,3.0,2,32.14,1
3694,4,2,4,3,0,0,0,1,77.31,100,822.2,1,46.0,0.0,3,0.0,1.0,0.0,0,0.0,1
3695,3,9,4,4,0,5,4,3,41.59,50,763.1,2,37.0,18.1,5,0.0,1.0,0.0,0,0.0,0
3696,4,0,3,4,2,2,4,3,114.87,80,501.2,6,45.0,10.1,5,0.0,1.0,4.0,2,34.870000000000005,1
3697,2,10,5,3,3,0,1,1,70.7,30,236.7,3,47.0,12.0,2,1.0,1.0,2.0,2,40.7,0
3698,6,8,1,4,1,2,1,3,82.65,50,619.7,1,26.0,7.1,4,0.0,1.0,0.0,1,32.650000000000006,0
3699,3,3,3,4,0,3,0,4,63.01,30,487.8,2,40.0,9.2,0,0.0,1.0,1.0,1,33.01,1
3700,2,15,4,4,0,1,1,4,78.36,50,401.2,2,54.0,5.4,4,0.0,0.0,0.0,1,28.36,0
3701,5,17,0,0,0,2,4,4,81.07,30,453.6,2,35.0,11.2,2,0.0,1.0,2.0,1,51.06999999999999,0
3702,0,8,0,4,0,3,0,1,56.41,50,606.5,1,29.0,16.6,1,0.0,1.0,2.0,1,6.409999999999997,0
3703,6,14,4,0,0,3,2,2,70.7,60,543.9,1,25.0,17.9,0,0.0,1.0,1.0,1,10.700000000000003,0
3704,4,14,0,0,1,1,0,1,27.49,60,770.9,1,39.0,10.1,1,0.0,1.0,0.0,0,0.0,0
3705,4,3,1,1,1,2,0,1,72.82,80,501.2,3,37.0,12.9,3,0.0,1.0,3.0,1,0.0,1
3706,6,9,5,2,0,2,1,4,62.03,80,501.2,1,54.0,4.7,1,0.0,1.0,1.0,0,0.0,0
3707,1,10,0,1,2,3,0,1,99.6,50,359.9,2,44.0,0.0,3,0.0,0.0,5.0,2,49.599999999999994,0
3708,5,12,1,4,0,0,4,1,63.44,30,401.5,6,46.0,10.1,1,0.0,1.0,1.0,1,33.44,0
3709,0,19,0,4,3,2,0,2,84.13,80,495.7,2,43.0,12.3,3,0.0,1.0,1.0,1,4.1299999999999955,0
3710,2,10,3,4,0,0,0,0,96.41,80,197.4,1,35.0,10.0,2,0.0,1.0,0.0,2,16.409999999999997,0
3711,6,12,6,4,1,1,4,3,70.7,50,544.6,4,29.0,7.9,4,0.0,1.0,1.0,1,20.700000000000003,0
3712,0,9,3,0,3,2,0,1,28.9,30,791.5,1,19.0,10.1,3,0.0,1.0,0.0,0,0.0,0
3713,5,22,5,4,0,2,0,1,110.04,50,264.6,3,37.0,6.9,2,0.0,0.0,4.0,2,60.040000000000006,1
3714,6,14,5,2,1,1,0,0,56.93,100,519.7,4,34.0,19.7,2,0.0,1.0,2.0,1,0.0,0
3715,0,0,0,4,0,1,4,1,52.08,50,834.9,2,16.0,7.4,1,0.0,1.0,0.0,0,2.0799999999999983,1
3716,1,0,4,3,0,0,0,3,75.28,60,501.2,1,34.0,4.1,3,0.0,1.0,3.0,1,15.280000000000001,1
3717,0,18,3,4,1,0,3,1,110.1,50,501.2,3,26.0,8.2,4,0.0,0.0,3.0,2,60.099999999999994,0
3718,4,15,3,1,0,2,1,3,72.95,80,462.6,2,37.0,14.0,3,0.0,1.0,2.0,1,0.0,0
3719,3,15,0,3,3,2,3,1,83.72,80,588.6,1,62.0,16.6,1,0.0,1.0,2.0,1,3.719999999999999,0
3720,0,7,5,4,3,2,4,0,70.7,60,388.8,6,43.0,10.1,3,1.0,0.0,3.0,2,10.700000000000003,0
3721,3,19,5,1,0,0,4,1,92.48,30,192.7,4,27.0,15.6,0,0.0,0.0,4.0,2,62.480000000000004,0
3722,3,15,5,3,1,3,4,1,22.81,80,854.2,2,40.0,16.7,3,0.0,1.0,0.0,0,0.0,0
3723,3,14,1,4,0,4,1,0,91.49,50,209.8,5,31.0,6.6,0,0.0,0.0,1.0,2,41.489999999999995,0
3724,6,16,1,4,1,0,4,1,44.7,100,722.5,1,38.0,7.6,5,0.0,1.0,0.0,0,0.0,0
3725,4,14,5,2,1,3,0,1,29.97,30,858.1,1,47.0,11.5,0,0.0,1.0,0.0,0,0.0,0
3726,0,17,3,2,1,0,0,1,70.7,80,695.2,1,30.0,5.3,3,0.0,1.0,0.0,0,0.0,0
3727,1,17,6,4,0,0,0,1,51.35,80,693.8,1,37.0,10.1,0,0.0,1.0,1.0,0,0.0,0
3728,0,17,2,4,0,1,1,1,57.39,50,785.4,5,23.0,10.6,3,0.0,0.0,0.0,0,7.390000000000001,0
3729,4,10,4,1,0,0,0,3,66.0,120,683.2,2,41.0,1.5,3,0.0,0.0,0.0,1,0.0,0
3730,1,9,6,0,2,2,4,1,98.38,60,293.7,5,33.0,14.7,3,0.0,1.0,4.0,2,38.379999999999995,0
3732,5,13,0,4,3,0,4,1,73.37,120,521.0,3,44.0,15.7,0,0.0,0.0,2.0,1,0.0,0
3733,2,16,5,0,0,0,0,1,72.89,50,491.6,3,51.0,4.1,1,0.0,1.0,3.0,1,22.89,0
3734,3,4,2,2,0,0,0,3,65.14,50,596.5,2,50.0,16.8,3,1.0,1.0,5.0,1,15.14,1
3735,2,6,3,0,0,2,4,1,70.7,80,456.6,2,29.0,20.3,2,0.0,1.0,0.0,1,0.0,0
3736,1,12,4,4,3,0,4,1,80.49,50,485.9,2,37.0,17.1,3,0.0,0.0,1.0,1,30.489999999999995,0
3737,2,3,1,3,1,1,0,1,86.54,60,492.6,3,20.0,8.0,4,0.0,1.0,0.0,1,26.540000000000006,1
3738,2,21,1,4,2,0,2,1,106.29,60,236.3,4,55.0,17.5,3,0.0,0.0,1.0,2,46.290000000000006,1
3739,6,19,6,1,0,4,1,3,66.36,100,573.8,2,34.0,10.1,5,0.0,1.0,0.0,1,0.0,0
3741,0,18,0,4,2,1,0,2,80.27,120,557.8,2,28.0,5.7,1,0.0,1.0,4.0,1,0.0,0
3742,2,17,4,3,3,0,0,1,52.88,50,501.2,3,66.0,8.4,3,0.0,1.0,1.0,0,2.8800000000000026,0
3743,0,20,3,3,1,3,0,3,124.4,50,336.2,1,37.0,17.6,4,0.0,0.0,3.0,2,74.4,0
3744,2,20,0,4,3,0,3,1,47.69,60,697.6,1,37.0,18.0,5,0.0,1.0,1.0,0,0.0,0
3745,0,18,5,4,0,3,3,1,70.7,60,430.9,1,37.0,5.8,4,0.0,1.0,1.0,1,10.700000000000003,0
3747,4,20,2,1,1,1,2,1,97.67,60,219.6,2,16.0,3.8,3,0.0,1.0,2.0,2,37.67,0
3748,0,3,3,4,3,0,3,3,72.04,50,623.2,1,38.0,13.5,1,0.0,1.0,1.0,1,22.040000000000006,1
3749,4,8,1,4,0,2,0,1,70.7,60,498.6,1,35.0,7.7,3,0.0,1.0,1.0,1,10.700000000000003,0
3750,1,20,4,1,2,0,4,0,13.86,60,792.5,2,42.0,19.2,1,0.0,1.0,0.0,0,0.0,0
3751,2,5,6,1,0,2,1,3,74.02,30,245.4,2,49.0,4.4,5,1.0,1.0,3.0,2,44.019999999999996,1
3753,1,21,0,0,2,3,4,4,103.77,80,321.3,5,37.0,14.1,4,1.0,1.0,3.0,2,23.769999999999996,1
3754,1,23,6,2,2,2,1,3,126.28,80,501.2,4,54.0,11.7,5,0.0,1.0,2.0,2,46.28,1
3755,6,13,4,1,0,0,0,1,92.47,60,225.5,5,40.0,14.7,1,1.0,0.0,5.0,2,32.47,0
3756,2,10,5,3,0,0,0,1,33.44,100,746.5,2,48.0,7.2,3,0.0,1.0,0.0,0,0.0,0
3757,2,15,4,4,0,0,0,1,56.55,60,501.2,2,16.0,10.1,5,0.0,1.0,1.0,1,0.0,0
3758,0,23,5,3,2,3,0,1,70.7,50,502.4,4,46.0,10.1,3,0.0,1.0,0.0,1,20.700000000000003,1
3759,0,20,1,4,2,2,4,1,72.56,50,472.4,6,16.0,13.2,3,0.0,1.0,2.0,1,22.560000000000002,0
3760,5,20,2,3,0,2,4,3,94.45,100,359.9,3,47.0,14.5,5,0.0,0.0,1.0,2,0.0,0
3761,6,14,6,4,0,2,0,1,60.8,80,692.9,1,53.0,14.0,5,0.0,1.0,0.0,0,0.0,0
3762,3,6,3,3,2,0,0,1,80.71,30,518.6,2,31.0,14.4,3,1.0,1.0,1.0,1,50.709999999999994,0
3763,2,7,5,0,1,3,0,3,64.84,30,551.6,4,30.0,15.1,3,0.0,1.0,0.0,1,34.84,0
3764,0,17,1,4,3,2,0,1,94.86,80,218.2,1,28.0,15.6,2,0.0,0.0,7.5,2,14.86,0
3765,4,13,1,1,0,0,4,4,105.62,50,232.6,4,43.0,12.1,4,0.0,1.0,4.0,2,55.620000000000005,0
3766,2,22,4,3,0,2,1,3,48.13,50,906.0,1,50.0,1.0,2,0.0,1.0,0.0,0,0.0,1
3767,5,21,3,0,0,3,0,3,92.08,80,403.8,3,22.0,12.7,5,0.0,0.0,3.0,2,12.079999999999998,1
3768,3,15,4,0,3,5,4,1,77.09,60,695.1,2,37.0,5.7,3,0.0,1.0,0.0,0,17.090000000000003,0
3769,5,6,2,3,0,2,0,2,70.7,80,782.5,1,37.0,18.7,0,0.0,1.0,0.0,0,0.0,0
3770,5,3,3,2,0,0,1,4,89.39,80,264.1,2,63.0,12.8,5,0.0,1.0,6.0,2,9.39,1
3771,6,9,2,0,0,2,2,4,65.1,80,537.0,3,38.0,1.9,3,0.0,1.0,0.0,1,0.0,0
3772,0,10,3,3,1,0,4,1,35.62,80,732.0,2,41.0,9.7,3,0.0,1.0,0.0,0,0.0,0
3773,0,8,4,1,1,0,1,3,70.7,50,305.1,2,47.0,18.9,3,1.0,1.0,1.0,2,20.700000000000003,0
3774,2,22,0,1,0,0,0,1,31.1,100,876.8,1,26.0,0.0,2,0.0,0.0,0.0,0,0.0,1
3775,1,10,4,1,3,0,0,1,113.01,100,288.6,3,23.0,8.8,5,0.0,1.0,2.0,2,13.010000000000005,0
3776,0,15,0,1,0,2,1,2,139.14,80,227.0,3,28.0,11.1,3,0.0,1.0,1.0,2,59.139999999999986,0
3777,3,9,5,4,2,0,0,4,70.7,50,443.2,1,37.0,10.4,2,0.0,0.0,1.0,1,20.700000000000003,0
3778,4,18,3,4,3,0,0,1,111.46,60,299.9,2,16.0,22.4,1,0.0,0.0,2.0,2,51.459999999999994,0
3779,0,12,2,4,0,5,4,1,103.06,100,162.9,1,45.0,10.9,3,0.0,1.0,7.0,2,3.0600000000000023,0
3780,0,9,1,4,1,2,4,3,111.44,60,501.2,6,39.0,8.3,4,1.0,1.0,4.0,2,51.44,0
3781,3,15,4,3,3,0,0,4,104.07,50,501.2,5,40.0,17.6,1,0.0,1.0,2.0,2,54.06999999999999,0
3782,6,15,4,1,1,5,0,2,51.77,50,845.1,1,41.0,10.1,0,0.0,1.0,0.0,0,1.7700000000000031,0
3783,4,17,3,4,0,0,1,3,59.61,80,471.0,3,39.0,15.9,1,0.0,1.0,0.0,1,0.0,0
3784,4,17,5,4,0,0,0,3,70.7,120,208.0,2,31.0,20.8,1,0.0,0.0,3.0,2,0.0,0
3785,3,12,1,4,1,3,3,4,40.96,80,703.0,1,44.0,10.8,3,0.0,1.0,0.0,0,0.0,0
3786,3,17,0,2,0,3,4,2,45.57,80,501.2,2,21.0,10.2,5,0.0,0.0,0.0,0,0.0,0
3787,4,10,6,4,0,5,3,4,69.71,60,579.4,5,32.0,12.8,2,0.0,1.0,0.0,1,9.709999999999994,0
3788,1,13,2,3,1,0,2,3,70.7,120,501.2,2,46.0,11.5,3,0.0,1.0,0.0,0,0.0,0
3789,2,18,3,0,0,0,4,3,107.67,50,297.3,1,49.0,6.4,5,0.0,1.0,1.0,2,57.67,0
3790,4,8,1,1,0,0,0,2,45.97,60,724.1,1,35.0,5.5,2,0.0,1.0,0.0,0,0.0,0
3791,2,19,3,4,0,0,1,1,103.34,60,113.5,2,16.0,5.3,2,0.0,1.0,2.0,2,43.34,0
3792,5,1,2,3,0,0,0,3,85.31,100,501.2,2,52.0,19.4,5,1.0,0.0,4.0,2,0.0,1
3794,0,12,5,4,1,0,0,2,63.05,80,440.5,1,44.0,10.1,0,0.0,1.0,1.0,1,0.0,0
3795,0,8,1,4,3,0,1,1,74.87,80,501.2,5,27.0,10.1,5,0.0,1.0,0.0,1,0.0,0
3796,2,6,4,2,0,2,0,1,68.14,60,501.2,4,52.0,18.3,4,0.0,1.0,2.0,1,8.14,0
3797,0,9,1,0,0,1,4,1,70.7,80,750.8,2,41.0,10.1,2,0.0,1.0,0.0,0,0.0,0
3798,4,6,3,4,0,2,1,3,59.97,120,434.8,2,54.0,24.8,4,0.0,1.0,1.0,1,0.0,0
3799,1,20,2,2,0,2,0,3,93.32,50,180.3,2,45.0,11.3,4,0.0,0.0,4.0,2,43.31999999999999,0
3800,3,8,5,3,0,1,0,3,76.3,80,562.6,2,31.0,15.0,0,0.0,1.0,1.0,1,0.0,0
3801,1,7,6,4,1,0,0,4,86.52,100,211.7,2,27.0,9.1,3,0.0,0.0,4.0,2,0.0,0
3802,5,6,5,4,1,1,0,1,107.7,60,250.2,1,33.0,14.4,1,0.0,1.0,1.0,2,47.7,0
3803,4,15,0,2,3,3,4,1,66.41,100,480.5,2,43.0,14.4,5,0.0,1.0,1.0,1,0.0,0
3804,4,14,3,1,0,0,4,3,37.97,60,812.1,1,40.0,16.3,1,0.0,1.0,0.0,0,0.0,0
3805,3,8,4,3,0,2,0,1,39.93,100,858.1,3,42.0,2.9,4,0.0,1.0,0.0,0,0.0,0
3806,1,7,0,4,0,3,1,1,70.7,50,704.0,1,26.0,10.1,5,0.0,1.0,0.0,0,20.700000000000003,0
3807,5,14,0,0,2,0,1,1,69.81,80,622.9,1,28.0,14.2,5,0.0,1.0,1.0,1,0.0,0
3808,0,8,6,4,3,0,3,1,48.42,80,867.6,3,65.0,9.9,2,0.0,1.0,0.0,0,0.0,0
3809,4,19,4,0,0,2,0,1,88.43,60,349.7,6,61.0,5.8,3,1.0,0.0,0.0,2,28.430000000000007,0
3810,0,10,0,4,0,0,1,3,28.24,30,844.1,2,57.0,13.3,3,0.0,1.0,0.0,0,0.0,0
3811,0,18,1,1,0,5,4,1,39.82,50,793.2,1,43.0,10.1,1,1.0,1.0,0.0,0,0.0,0
3812,5,11,4,0,0,0,0,1,57.47,120,427.1,3,43.0,6.1,2,0.0,1.0,1.0,1,0.0,0
3813,6,8,4,1,3,1,0,2,65.6,100,512.0,1,24.0,10.1,3,0.0,1.0,1.0,1,0.0,0
3814,2,8,2,1,0,0,0,1,44.72,80,790.5,1,44.0,12.9,0,0.0,1.0,0.0,0,0.0,0
3815,2,3,5,1,3,3,4,3,75.97,50,414.9,1,26.0,4.4,1,0.0,1.0,0.0,1,25.97,1
3816,6,18,5,4,0,0,4,3,28.66,50,654.6,2,39.0,11.0,1,0.0,1.0,0.0,0,0.0,0
3817,2,21,2,1,1,1,0,1,86.97,50,532.8,1,59.0,0.0,4,0.0,1.0,1.0,1,36.97,1
3818,3,10,2,4,0,2,4,1,70.7,120,821.8,1,28.0,16.0,1,0.0,1.0,1.0,0,0.0,0
3819,6,21,2,1,3,4,3,4,70.7,80,300.1,2,16.0,0.0,3,1.0,0.0,2.0,1,0.0,1
3820,0,22,5,3,3,0,4,4,130.21,120,152.1,3,35.0,7.3,1,1.0,1.0,5.0,2,10.210000000000008,1
3821,5,20,4,4,3,5,3,3,38.29,80,752.7,1,31.0,18.0,1,0.0,1.0,0.0,0,0.0,0
3822,3,6,5,4,3,0,0,4,129.16,60,206.8,2,37.0,9.5,2,0.0,1.0,2.0,2,69.16,0
3824,0,7,5,0,0,3,0,3,96.72,50,235.8,2,37.0,6.3,4,0.0,0.0,2.0,2,46.72,0
3825,5,9,3,4,0,2,4,3,70.7,50,810.2,1,26.0,13.3,3,0.0,1.0,0.0,0,20.700000000000003,0
3826,6,6,6,1,0,5,0,1,96.69,60,223.6,1,39.0,13.7,3,1.0,0.0,4.0,2,36.69,0
3827,4,17,1,4,1,0,1,1,32.91,60,759.9,1,33.0,7.1,3,0.0,1.0,1.0,0,0.0,0
3828,4,3,0,4,1,0,2,3,85.14,120,501.2,1,62.0,10.1,1,0.0,1.0,1.0,1,0.0,1
3830,0,13,5,3,0,0,4,2,48.74,100,765.4,1,36.0,11.4,1,0.0,1.0,0.0,0,0.0,0
3831,4,12,4,3,1,1,0,1,68.63,80,511.7,1,56.0,6.7,3,0.0,1.0,3.0,1,0.0,0
3832,1,0,6,2,1,1,0,1,68.67,60,481.6,1,52.0,5.5,4,0.0,1.0,1.0,1,8.670000000000002,1
3833,2,19,5,4,0,0,4,1,76.0,50,437.4,1,29.0,19.7,0,0.0,0.0,1.0,1,26.0,0
3834,6,19,2,4,2,1,0,3,53.8,60,834.3,1,37.0,0.0,2,1.0,1.0,0.0,0,0.0,0
3835,3,8,3,3,0,5,4,1,40.96,60,824.6,1,30.0,4.8,3,1.0,1.0,0.0,0,0.0,0
3836,2,11,0,1,1,2,3,2,111.08,80,317.6,2,40.0,9.9,3,0.0,1.0,5.0,2,31.08,0
3837,6,6,5,3,0,0,1,1,38.69,80,501.2,1,24.0,10.7,0,0.0,1.0,0.0,0,0.0,0
3838,3,12,3,4,3,3,1,2,103.62,120,269.2,6,20.0,7.1,4,0.0,1.0,2.0,2,0.0,0
3839,1,0,4,4,0,1,1,1,59.27,80,316.9,1,44.0,2.1,2,0.0,0.0,1.0,1,0.0,1
3840,1,2,1,4,2,0,4,1,43.05,80,1003.2,1,20.0,0.0,1,0.0,1.0,1.0,0,0.0,1
3841,2,9,2,3,0,1,0,1,85.65,100,527.9,3,19.0,16.6,3,0.0,1.0,1.0,1,0.0,0
3842,5,9,5,2,0,2,4,1,74.53,100,362.7,1,37.0,17.2,4,0.0,0.0,1.0,1,0.0,0
3843,3,7,6,4,0,1,0,0,80.57,30,450.2,2,21.0,21.0,2,0.0,1.0,2.0,1,50.56999999999999,0
3844,0,18,4,1,3,1,0,3,57.94,80,454.0,1,46.0,0.0,0,0.0,1.0,1.0,1,0.0,0
3845,6,20,5,0,1,0,0,0,114.69,80,172.6,6,16.0,13.0,1,1.0,1.0,1.0,2,34.69,0
3846,0,17,6,1,0,1,1,3,64.41,50,501.2,1,29.0,6.2,5,0.0,1.0,2.0,1,14.409999999999997,0
3847,0,13,1,0,3,2,1,4,65.04,80,479.9,3,44.0,6.0,2,0.0,0.0,2.0,1,0.0,0
3848,0,22,0,1,0,5,4,4,33.76,50,818.5,1,18.0,22.4,2,0.0,1.0,0.0,0,0.0,1
3849,4,11,2,1,3,3,0,1,70.7,120,409.3,1,36.0,7.8,3,0.0,1.0,0.0,1,0.0,0
3850,3,6,2,1,0,3,0,3,64.86,60,439.7,2,32.0,3.7,5,1.0,1.0,1.0,1,4.859999999999999,0
3851,6,11,1,2,3,0,0,4,100.45,100,312.5,2,34.0,12.6,4,0.0,1.0,4.0,2,0.45000000000000284,0
3852,3,17,5,1,0,2,0,1,106.88,50,174.5,4,27.0,10.1,3,0.0,1.0,2.0,2,56.879999999999995,0
3853,5,11,1,3,0,0,4,1,100.51,60,223.3,6,37.0,0.0,3,0.0,0.0,4.0,2,40.510000000000005,0
3854,2,18,2,4,3,0,0,3,107.55,100,501.2,5,46.0,20.5,3,0.0,0.0,4.0,2,7.549999999999997,0
3855,2,5,6,2,1,5,4,1,115.22,50,233.8,3,24.0,12.7,2,0.0,1.0,5.0,2,65.22,1
3856,4,6,3,4,0,2,4,3,124.28,80,285.4,1,66.0,25.3,0,0.0,1.0,4.0,2,44.28,0
3857,3,15,3,4,0,3,4,1,101.5,120,220.5,5,37.0,12.4,0,0.0,0.0,4.0,2,0.0,0
3858,6,10,3,3,3,2,1,2,53.39,50,786.7,1,36.0,21.6,3,0.0,1.0,0.0,0,3.3900000000000006,0
3859,6,21,4,1,0,0,0,0,120.6,60,273.0,4,38.0,12.2,4,1.0,0.0,2.0,2,60.599999999999994,1
3860,3,20,3,3,0,1,3,2,98.84,50,613.0,1,37.0,2.1,5,0.0,0.0,3.0,1,48.84,0
3861,0,2,3,4,2,0,4,3,88.0,50,607.5,1,38.0,12.0,1,0.0,1.0,0.0,1,38.0,1
3862,6,19,1,4,0,0,1,1,70.7,60,219.8,2,37.0,5.3,2,1.0,0.0,4.0,2,10.700000000000003,0
3863,1,9,2,4,0,0,2,2,30.44,60,799.4,3,37.0,10.5,3,0.0,1.0,0.0,0,0.0,0
3864,2,11,3,3,0,0,4,1,47.11,60,574.0,4,16.0,12.8,1,0.0,1.0,1.0,1,0.0,0
3865,0,5,1,1,3,4,1,3,56.57,80,474.6,1,35.0,5.1,0,0.0,1.0,0.0,1,0.0,1
3866,4,20,3,1,2,0,0,1,76.47,100,442.4,2,37.0,11.3,1,0.0,1.0,2.0,1,0.0,0
3867,4,20,4,1,2,2,0,1,57.96,80,779.9,1,40.0,12.5,4,0.0,0.0,0.0,0,0.0,0
3868,4,2,6,1,0,0,4,2,51.76,30,808.2,1,45.0,2.5,2,0.0,1.0,1.0,0,21.759999999999998,1
3869,6,12,5,4,0,1,0,1,37.33,50,823.6,1,51.0,12.5,2,0.0,1.0,1.0,0,0.0,0
3870,0,9,3,3,2,2,0,3,103.1,60,289.5,3,40.0,8.2,3,0.0,1.0,6.0,2,43.099999999999994,0
3871,4,7,4,3,0,4,0,3,102.91,100,259.5,5,59.0,7.6,0,0.0,0.0,3.0,2,2.9099999999999966,0
3872,1,13,3,3,2,3,3,0,50.94,120,746.1,2,27.0,4.9,3,0.0,0.0,0.0,0,0.0,0
3873,3,7,4,4,0,1,0,2,76.71,60,511.5,2,37.0,3.0,3,0.0,1.0,2.0,1,16.709999999999994,0
3874,4,20,4,1,0,2,0,1,98.94,60,80.8,5,37.0,25.0,0,1.0,1.0,0.0,2,38.94,0
3875,0,13,6,2,1,2,0,2,59.7,50,838.3,1,37.0,0.1,3,0.0,1.0,2.0,0,9.700000000000003,0
3876,5,6,2,4,0,0,3,1,56.86,80,534.5,3,38.0,10.1,4,0.0,1.0,0.0,0,0.0,0
3877,0,7,1,4,0,2,4,0,79.06,30,843.1,2,39.0,10.1,2,0.0,1.0,1.0,0,49.06,0
3878,0,11,5,4,3,2,0,3,71.45,50,445.9,2,40.0,5.3,5,0.0,1.0,1.0,1,21.450000000000003,0
3879,2,21,2,4,3,4,4,2,70.7,60,265.9,1,46.0,6.2,3,0.0,0.0,3.0,2,10.700000000000003,1
3880,4,6,5,1,1,1,0,1,83.98,60,512.1,3,28.0,6.7,1,1.0,1.0,1.0,1,23.980000000000004,0
3881,3,7,5,4,0,3,0,1,102.12,80,221.6,4,27.0,10.1,5,0.0,0.0,3.0,2,22.120000000000005,0
3882,0,11,2,4,0,5,1,2,58.55,60,437.7,2,39.0,10.1,4,0.0,0.0,1.0,1,0.0,0
3883,4,12,4,1,0,0,3,1,72.31,50,552.7,5,63.0,0.0,0,0.0,1.0,1.0,1,22.310000000000002,0
3884,1,11,3,4,0,0,0,1,99.5,50,501.2,3,34.0,13.6,3,0.0,0.0,7.0,2,49.5,0
3885,1,8,5,1,2,0,1,4,53.02,100,798.7,1,63.0,11.7,4,0.0,1.0,0.0,0,0.0,0
3886,6,12,6,1,1,0,1,1,79.4,60,501.2,1,27.0,11.3,3,1.0,0.0,6.0,2,19.400000000000006,0
3887,1,17,2,0,0,1,4,1,41.36,60,813.7,1,35.0,13.6,5,0.0,1.0,0.0,0,0.0,0
3889,5,18,6,3,0,1,1,1,39.35,100,501.2,1,37.0,10.1,0,0.0,1.0,0.0,0,0.0,0
3890,6,21,1,3,0,5,1,1,96.51,60,198.6,5,38.0,10.1,1,0.0,0.0,7.0,2,36.510000000000005,1
3891,0,22,6,0,1,1,1,1,115.13,60,218.3,2,37.0,1.4,1,0.0,0.0,2.0,2,55.129999999999995,1
3892,1,14,4,0,3,0,1,2,97.7,50,144.2,1,45.0,12.5,4,1.0,0.0,3.0,2,47.7,0
3893,0,9,5,3,0,5,4,0,63.89,50,515.7,2,50.0,3.6,2,0.0,1.0,2.0,1,13.89,0
3894,3,1,5,4,3,2,0,1,16.26,50,900.0,2,25.0,14.8,1,0.0,0.0,0.0,0,0.0,1
3895,4,6,3,1,1,1,4,3,53.05,50,574.6,2,28.0,10.1,1,0.0,1.0,3.0,1,3.049999999999997,0
3897,3,6,1,4,3,0,0,1,84.13,50,267.2,2,46.0,11.6,3,1.0,0.0,3.0,2,34.129999999999995,0
3898,2,8,0,2,3,5,0,2,61.99,100,319.0,1,47.0,11.8,3,0.0,1.0,2.0,1,0.0,0
3899,6,11,5,1,0,2,1,3,62.37,50,472.2,2,32.0,10.1,3,0.0,1.0,1.0,1,12.369999999999997,0
3900,4,20,3,0,0,0,1,1,63.15,100,501.2,3,37.0,2.4,3,1.0,1.0,4.0,1,0.0,0
3901,2,7,5,4,0,1,0,4,40.9,100,756.6,2,47.0,0.0,0,0.0,1.0,0.0,0,0.0,0
3902,6,5,3,1,0,5,4,1,90.88,100,428.3,6,44.0,3.6,3,0.0,1.0,1.0,1,0.0,1
3903,1,11,6,3,3,0,4,2,63.32,30,417.9,2,20.0,14.2,4,0.0,1.0,0.0,1,33.32,0
3904,3,12,0,1,0,2,0,3,29.52,30,797.5,1,16.0,22.5,5,0.0,1.0,0.0,0,0.0,0
3905,1,18,4,1,1,2,0,3,57.91,100,507.6,4,43.0,10.1,3,0.0,1.0,1.0,1,0.0,0
3906,5,16,0,2,0,1,4,4,35.77,80,722.0,1,35.0,10.1,3,0.0,1.0,0.0,0,0.0,0
3907,4,7,2,3,3,0,0,4,37.88,50,501.2,2,37.0,6.3,3,0.0,1.0,0.0,0,0.0,0
3909,2,10,2,2,0,2,0,0,74.01,60,440.6,1,40.0,14.2,5,0.0,1.0,1.0,1,14.010000000000005,0
3910,2,16,6,1,0,5,1,1,42.66,50,926.2,1,44.0,14.8,3,0.0,1.0,1.0,0,0.0,0
3911,3,7,0,0,1,2,1,3,42.47,50,920.8,4,33.0,12.6,1,0.0,1.0,0.0,0,0.0,0
3912,6,10,6,0,0,1,1,4,83.57,50,565.7,2,37.0,6.8,1,0.0,0.0,2.0,1,33.56999999999999,0
3914,0,13,3,3,0,0,1,3,36.82,30,758.9,1,48.0,10.1,1,0.0,1.0,1.0,0,6.82,0
3915,3,11,3,1,0,0,0,1,40.24,30,809.1,3,66.0,10.5,0,0.0,0.0,0.0,0,10.240000000000002,0
3916,4,22,3,4,1,1,1,4,55.6,80,782.8,2,53.0,14.8,4,0.0,1.0,0.0,0,0.0,1
3917,3,6,4,1,1,0,0,4,39.39,60,821.9,1,32.0,13.0,4,0.0,1.0,0.0,0,0.0,0
3918,1,8,4,0,0,4,2,1,31.02,80,826.6,1,25.0,4.0,0,0.0,1.0,0.0,0,0.0,0
3919,4,7,2,4,2,2,0,3,103.01,60,184.1,4,49.0,18.3,2,1.0,0.0,5.0,2,43.010000000000005,0
3920,1,11,3,0,0,2,0,4,107.56,120,281.6,1,29.0,12.6,4,0.0,0.0,1.0,2,0.0,0
