accident_id,date,time,day_of_week,hour,state,road_type,junction_type,weather_condition,road_condition,light_condition,speed_kmh,speed_limit_kmh,visibility_m,num_vehicles,driver_age,driver_experience_yrs,vehicle_type,alcohol_involved,seatbelt_worn,num_casualties,redundant_record_id,system_flag,random_noise_code,useless_ratio,accident_severity
ACC06298,2022-10-03,23:00,Wednesday,23,fl,Highway,T-Junction,Windy,Icy,Night - Lit,101.27,60,100.4,6,35.0,7.2,Car,0.0,0.0,4,6298,PROCESSED,858531,0.773,Severe
ACC00861,2023-02-12,09:00,Tuesday,9,WA,Rural Road,None,Foggy,Wet,Daylight,103.02,80,124.6,1,24.0,17.8,SUV,0.0,0.0,7,861,PROCESSED,299228,0.0723,Severe
ACC07321,2023-10-20,23:00,Sunday,23,WA,Rural Road,Slip Road,,Wet,Night - Lit,74.15,60,461.3,1,29.0,,,0.0,1.0,0,7321,PROCESSED,775924,0.6347,Moderate
ACC04769,2022-05-15,21:00,Thursday,21,NY,One-way,None,Clear,Dry,Dusk,89.95,50,233.8,2,38.0,11.6,,1.0,0.0,4,4769,PROCESSED,401584,0.1289,Severe
ACC02250,2023-10-06,09:00,Wednesday,9,IL,Rural Road,None,High Wind,Icy,Dusk,55.38,60,662.3,1,37.0,0.6,Van,0.0,1.0,1,2250,PROCESSED,569996,0.5802,Minor
ACC02160,2022-09-20,07:00,Thursday,7,FL,Urban Road,Crossroads,Foggy,Potholed,Night - Lit,35.36,80,568.0,4,,17.0,Truck,0.0,1.0,0,2160,PROCESSED,226610,0.7381,Moderate
ACC06933,2022-03-31,03:00,Sunday,3,OH,Rural Road,None,Windy,Dry,Night - Lit,73.09,80,585.8,3,49.0,4.5,Bus,0.0,0.0,3,6933,PROCESSED,636386,0.5384,Moderate
ACC00854,2020-11-16,17:00,Wednesday,17,Washington,Urban Road,Crossroads,Clear,Potholed,Daylight,88.49,60,292.2,2,,13.4,,0.0,0.0,3,854,PROCESSED,902172,0.0417,Severe
ACC06853,2022-02-07,15:00,Sunday,15,New York,Rural Road,None,Rainy,Dry,,56.5,50,405.3,2,58.0,4.6,Car,0.0,1.0,2,6853,PROCESSED,328030,0.6126,Moderate
ACC00375,2023-11-28,12:00,Wednesday,12,Ohio,Expressway,None,Rainy,Under Construction,,107.46,30,214.7,2,38.0,11.9,,0.0,1.0,3,375,PROCESSED,458693,0.1316,Severe
ACC04744,2022-07-27,14:00,Tuesday,14,OH,Urban Road,Crossroads,Clear,Dry,Dusk,129.88,80,256.2,9,45.0,,Motorcycle,0.0,,1,4744,PROCESSED,522144,0.701,Severe
ACC03392,2021-11-06,17:00,Sunday,17,Texas,Urban Road,T-Junction,Snowy,Potholed,Daylight,121.27,80,370.3,4,50.0,16.0,Car,0.0,1.0,4,3392,PROCESSED,614250,0.9094,Severe
ACC01535,2020-09-17,13:00,Sunday,13,OH,Rural Road,Slip Road,Snowy,Dry,Night - Unlit,78.77,100,,4,39.0,10.9,,1.0,1.0,1,1535,PROCESSED,889550,0.6469,Moderate
ACC01811,2023-09-20,22:00,Tuesday,22,Ohio,Rural Road,None,Stormy,Under Construction,Daylight,,60,492.2,4,61.0,15.4,Car,,1.0,4,1811,PROCESSED,676467,0.033,Moderate
ACC01387,2021-05-03,21:00,Tuesday,21,Washington,Urban Road,T-Junction,Rainy,Wet,Night - Lit,120.47,120,328.9,3,47.0,,SUV,0.0,0.0,5,1387,PROCESSED,493154,0.7781,Severe
ACC05448,2023-12-14,00:00,Saturday,0,TX,Rural Road,T-Junction,Stormy,Under Construction,Daylight,62.45,30,865.2,2,,13.9,Motorcycle,0.0,,0,5448,PROCESSED,505817,0.1971,Minor
ACC02579,2023-03-23,23:00,Wednesday,23,CA.,Urban Road,T-Junction,Storm,Wet,Night - Lit,,30,504.3,1,,19.7,Van,1.0,1.0,2,2579,PROCESSED,395205,0.3219,Moderate
ACC05316,2020-09-17,18:00,Friday,18,NY,Highway,Roundabout,Clear,Wet,Daylight,63.63,80,365.2,3,,2.7,Car,0.0,1.0,1,5316,PROCESSED,775333,0.1558,Moderate
ACC03558,2022-03-17,07:00,Wednesday,7,Washington,Expressway,None,Foggy,Wet,Night - Lit,52.24,60,510.2,3,35.0,6.2,Bus,0.0,1.0,0,3558,PROCESSED,963010,0.3499,Moderate
ACC01325,2022-02-27,21:00,Wednesday,21,Illinois,Highway,None,Rainy,Wet,Night - Lit,119.75,80,350.9,4,38.0,14.4,Car,0.0,1.0,3,1325,PROCESSED,163380,0.0902,Severe
ACC01179,2021-03-16,15:00,Tuesday,15,FL,Rural Road,None,Stormy,Dry,Dusk,96.08,100,285.9,3,41.0,15.1,SUV,,1.0,0,1179,PROCESSED,868133,0.3336,Moderate
ACC00794,2021-11-25,13:00,Sunday,13,California,Highway,None,Clear,Dry,Daylight,69.41,50,922.4,1,36.0,15.0,Bus,0.0,1.0,0,794,PROCESSED,751056,0.8518,Minor
ACC00583,2020-01-23,05:00,Wednesday,5,FL,Expressway,T-Junction,Snowy,Wet,Dawn,103.4,30,326.0,4,33.0,16.5,Bus,0.0,,4,583,PROCESSED,321150,0.0907,Severe
ACC02974,2023-02-05,20:00,Wednesday,20,OH,Urban Road,Roundabout,Clear,Dry,Dawn,33.76,120,729.2,2,27.0,3.8,,0.0,0.0,0,2974,PROCESSED,115471,0.8012,Minor
ACC06624,2021-05-06,07:00,Monday,7,New York,Urban Road,Slip Road,Stormy,,Night - Lit,74.32,100,428.1,1,47.0,11.8,Van,0.0,0.0,0,6624,PROCESSED,567121,0.9928,Moderate
ACC05220,2023-02-19,19:00,Wednesday,19,Ill.,Expressway,None,Clear,Wet,,112.21,60,264.4,2,,3.0,Van,0.0,0.0,6,5220,PROCESSED,501520,0.8888,Severe
ACC05697,2023-09-02,03:00,Tuesday,3,fl,Expressway,Roundabout,Stormy,Dry,Daylight,119.5,60,223.2,4,,16.2,Bus,0.0,0.0,5,5697,PROCESSED,208944,0.6708,Severe
ACC07051,2021-05-20,19:00,Thursday,19,Texas,Urban Road,Crossroads,Clear,Icy,Dawn,63.3,60,458.0,1,59.0,13.8,Truck,0.0,0.0,0,7051,PROCESSED,849098,0.3344,Moderate
ACC07863,2023-08-11,15:00,Sunday,15,ny,Highway,T-Junction,Windy,Wet,Dawn,56.34,30,631.5,1,33.0,22.3,,0.0,1.0,0,7863,PROCESSED,977255,0.0256,Moderate
ACC03520,2020-05-08,07:00,Friday,7,Ohio,Expressway,T-Junction,,Dry,Daylight,47.75,30,,1,16.0,15.3,Van,0.0,1.0,0,3520,PROCESSED,366350,0.4477,Minor
ACC05737,2023-02-05,20:00,Tuesday,20,Washington,Highway,Roundabout,Rainy,Dry,,80.1,30,492.0,1,40.0,22.2,SUV,0.0,1.0,2,5737,PROCESSED,639242,0.2458,Moderate
ACC03471,2023-02-19,11:00,Wednesday,11,IL,Urban Road,None,Clear,Dry,Night - Unlit,61.33,120,,2,34.0,11.7,Motorcycle,,1.0,3,3471,PROCESSED,233792,0.4333,Moderate
ACC03830,2020-11-16,06:00,Monday,6,Illinois,Rural Road,Slip Road,,Wet,Night - Unlit,50.05,50,810.2,1,,4.8,SUV,0.0,1.0,0,3830,PROCESSED,246734,0.785,Minor
ACC05201,2020-12-31,01:00,Tuesday,1,Illinois,Urban Road,Slip Road,,Wet,Night - Unlit,36.48,50,739.7,4,53.0,7.5,Van,0.0,0.0,0,5201,PROCESSED,641906,0.819,Minor
ACC05083,2022-05-17,22:00,Saturday,22,California,Highway,None,Foggy,Icy,Dusk,51.05,60,411.1,1,,7.6,Car,0.0,0.0,0,5083,PROCESSED,363706,0.2246,Moderate
ACC03682,2023-04-27,10:00,Sunday,10,OH,Highway,Slip Road,Windy,Dry,Dawn,,50,,2,42.0,2.4,,0.0,0.0,5,3682,PROCESSED,791298,0.8173,Severe
ACC05476,2023-12-02,12:00,Wednesday,12,CA.,Urban Road,T-Junction,Stormy,Wet,Dawn,40.99,60,761.3,2,31.0,15.3,Motorcycle,0.0,1.0,0,5476,PROCESSED,941897,0.3994,Minor
ACC01800,2020-10-19,00:00,Friday,0,California,Urban Road,T-Junction,Rainy,Dry,Daylight,34.19,80,935.8,1,41.0,7.0,,0.0,1.0,0,1800,PROCESSED,785519,0.8055,Minor
ACC05388,2023-03-19,07:00,Monday,7,TX,Expressway,None,Foggy,Wet,Daylight,114.3,50,263.4,2,,6.7,Car,0.0,1.0,6,5388,PROCESSED,204176,0.8194,Severe
ACC01831,2022-06-27,06:00,Monday,6,TX,Rural Road,Roundabout,Foggy,Wet,Night - Lit,100.37,50,110.6,4,24.0,13.6,Van,0.0,1.0,3,1831,PROCESSED,959808,0.77,Severe
ACC03333,2021-10-13,11:00,Wednesday,11,ny,Rural Road,Roundabout,Clear,Dry,Night - Unlit,60.12,100,707.0,1,39.0,14.8,Bus,0.0,1.0,0,3333,PROCESSED,754935,0.0606,Minor
ACC01030,2022-04-18,12:00,Tuesday,12,CA,Urban Road,Crossroads,Foggy,Potholed,Daylight,53.06,120,834.3,1,50.0,10.5,Car,0.0,0.0,0,1030,PROCESSED,700754,0.6308,Minor
ACC06330,2021-07-12,08:00,Monday,8,California,Urban Road,None,,Dry,Daylight,50.14,50,819.8,1,51.0,10.0,Truck,0.0,1.0,0,6330,PROCESSED,354409,0.6799,Minor
ACC04566,2021-10-26,08:00,Saturday,8,fl,Expressway,Roundabout,Windy,Potholed,Night - Unlit,,60,386.9,3,41.0,,SUV,0.0,0.0,3,4566,PROCESSED,658296,0.0471,Severe
ACC01690,2021-12-23,14:00,Monday,14,Ohio,Urban Road,Crossroads,Foggy,Wet,Daylight,102.34,60,207.0,5,39.0,11.5,Car,0.0,1.0,1,1690,PROCESSED,464839,0.2714,Severe
ACC04677,2022-03-27,09:00,Saturday,9,Florida,Expressway,Roundabout,,Wet,Night - Lit,56.59,30,487.3,1,19.0,,Van,0.0,1.0,0,4677,PROCESSED,467924,0.7362,Moderate
ACC05948,2020-08-04,20:00,Friday,20,Tx,Urban Road,Crossroads,rainy,Under Construction,Night - Unlit,96.29,50,272.4,1,41.0,8.4,,0.0,0.0,3,5948,PROCESSED,669709,0.4997,Severe
ACC06926,2020-04-11,10:00,Friday,10,Texas,Highway,Slip Road,Stormy,Potholed,Dawn,82.71,50,289.3,2,52.0,15.1,Truck,0.0,1.0,0,6926,PROCESSED,773088,0.682,Severe
ACC06075,2021-05-16,09:00,Wednesday,9,Texas,Expressway,Crossroads,Clear,,Night - Unlit,64.45,60,494.6,3,43.0,0.0,Van,0.0,1.0,2,6075,PROCESSED,527859,0.1515,Moderate
ACC07702,2023-11-24,14:00,Friday,14,Illinois,Rural Road,T-Junction,Stormy,Potholed,Daylight,17.6,50,882.3,3,28.0,13.2,,0.0,1.0,1,7702,PROCESSED,591904,0.7338,Minor
ACC04216,2021-02-25,12:00,Sunday,12,fl,Urban Road,Slip Road,Clear,Under Construction,Night - Unlit,,50,798.0,3,59.0,6.1,Motorcycle,0.0,1.0,0,4216,PROCESSED,530567,0.8203,Minor
ACC03524,2023-01-17,15:00,Thursday,15,Tx,Urban Road,None,Stormy,Dry,Daylight,91.8,80,310.9,2,43.0,13.9,Car,1.0,0.0,5,3524,PROCESSED,727700,0.6239,Severe
ACC01409,2021-06-24,19:00,Thursday,19,CA.,Urban Road,Slip Road,Clear,Dry,Dusk,73.81,50,,1,33.0,0.0,,0.0,0.0,2,1409,PROCESSED,738148,0.9945,Moderate
ACC04006,2020-04-07,06:00,Tuesday,6,NY,Urban Road,None,Clear,Wet,Daylight,37.12,80,773.6,1,21.0,11.1,Car,0.0,1.0,0,4006,PROCESSED,740489,0.8858,Minor
ACC05379,2022-06-24,13:00,Friday,13,TX,Urban Road,Crossroads,Windy,Wet,Daylight,98.3,80,205.3,3,26.0,11.6,Truck,0.0,,3,5379,PROCESSED,384211,0.9527,Severe
ACC05953,2021-04-30,21:00,Tuesday,21,CA.,Highway,None,Foggy,Wet,Daylight,82.31,50,432.0,1,63.0,7.0,SUV,0.0,1.0,2,5953,PROCESSED,910292,0.9822,Moderate
ACC01893,2021-09-20,08:00,Tuesday,8,TX,One-way,Crossroads,Wet Weather,Under Construction,Daylight,115.66,60,273.0,4,29.0,8.5,Bus,0.0,1.0,2,1893,PROCESSED,106645,0.2352,Severe
ACC01368,2022-12-19,18:00,Tuesday,18,TX,Urban Road,None,Clear,Dry,Daylight,41.32,80,836.3,1,41.0,4.0,SUV,0.0,1.0,0,1368,PROCESSED,683732,0.7368,Minor
ACC02055,2023-10-15,22:00,Tuesday,22,Ohio,Rural Road,T-Junction,Clear,Dry,Daylight,,120,490.5,1,16.0,14.2,Van,0.0,1.0,1,2055,PROCESSED,325672,0.1868,Moderate
ACC05591,2023-07-21,08:00,Sunday,8,Tx,Rural Road,T-Junction,Clear,,Dusk,80.71,60,504.8,1,41.0,9.9,Bus,0.0,1.0,2,5591,PROCESSED,991044,0.0994,Moderate
ACC00808,2020-07-30,21:00,Saturday,21,ny,Highway,Slip Road,Wet Weather,Dry,Dawn,57.08,60,730.6,1,24.0,10.4,Car,0.0,,0,808,PROCESSED,624305,0.4887,Minor
ACC03648,2021-07-18,10:00,Wednesday,10,ny,Urban Road,None,Windy,Wet,Dawn,22.94,80,864.6,1,54.0,10.8,SUV,0.0,1.0,0,3648,PROCESSED,517736,0.9793,Minor
ACC06820,2022-11-23,08:00,Friday,8,Illinois,Highway,None,Foggy,Potholed,Night - Lit,82.38,50,446.8,1,49.0,13.6,Van,0.0,1.0,0,6820,PROCESSED,699301,0.6187,Moderate
ACC04164,2020-04-18,20:00,Tuesday,20,OH,Highway,Roundabout,Foggy,Wet,Dawn,112.02,50,,2,16.0,11.7,Truck,,1.0,4,4164,PROCESSED,912978,0.6387,Severe
ACC02354,2023-04-08,04:00,Thursday,4,CA,Urban Road,None,Foggy,Icy,Night - Lit,68.44,60,546.1,1,40.0,12.1,Truck,0.0,1.0,4,2354,PROCESSED,176888,0.6062,Moderate
ACC00860,2021-04-24,08:00,Sunday,8,NY,Highway,None,Windy,,Night - Unlit,112.26,30,303.5,3,,14.4,SUV,0.0,0.0,5,860,PROCESSED,649006,0.0511,Severe
ACC00044,2021-01-17,18:00,Thursday,18,NY,Expressway,None,Windy,Dry,Night - Unlit,48.44,30,766.7,2,49.0,2.7,Bus,0.0,1.0,0,44,PROCESSED,818610,0.2222,Minor
ACC07052,2020-03-09,14:00,Wednesday,14,CA,Expressway,Crossroads,Snow Fall,Icy,Night - Unlit,102.92,50,255.5,7,67.0,13.2,Truck,0.0,0.0,2,7052,PROCESSED,377385,0.9727,Severe
ACC03529,2021-02-03,07:00,Sunday,7,Washington,Rural Road,Slip Road,Windy,Dry,Night - Lit,,50,316.3,2,31.0,3.5,Van,1.0,1.0,7,3529,PROCESSED,219137,0.0573,Severe
ACC04209,2023-12-10,11:00,Friday,11,NY,Urban Road,Crossroads,Rainy,Dry,Daylight,96.31,50,185.6,1,38.0,0.0,,1.0,0.0,5,4209,PROCESSED,976631,0.463,Severe
ACC07726,2023-01-03,06:00,Monday,6,California,Highway,None,Foggy,Potholed,Daylight,,100,561.1,2,42.0,1.9,Car,0.0,0.0,2,7726,PROCESSED,890431,0.5812,Moderate
ACC07427,2023-04-06,11:00,Saturday,11,N.Y.,Urban Road,Roundabout,Rainy,Dry,,35.23,80,926.5,1,40.0,13.1,Bus,,1.0,1,7427,PROCESSED,981637,0.5369,Minor
ACC04286,2020-06-27,08:00,Sunday,8,TX,Rural Road,None,Windy,Dry,Dusk,83.95,100,285.0,1,53.0,6.8,Van,1.0,0.0,2,4286,PROCESSED,978891,0.0151,Severe
ACC07189,2021-07-31,17:00,Tuesday,17,IL,Expressway,T-Junction,Foggy,Dry,Daylight,40.09,80,929.8,1,,14.5,Car,0.0,0.0,0,7189,PROCESSED,237578,0.8549,Minor
ACC07518,2020-07-03,06:00,Tuesday,6,WA,Highway,None,Clear,Icy,Night - Unlit,108.51,50,242.8,5,40.0,9.5,Car,0.0,1.0,3,7518,PROCESSED,382586,0.0653,Severe
ACC01144,2023-05-03,08:00,Friday,8,Texas,Rural Road,T-Junction,Fog,Icy,Night - Lit,31.07,80,780.0,1,45.0,5.9,Van,0.0,1.0,1,1144,PROCESSED,307810,0.1064,Minor
ACC02684,2021-10-12,04:00,Wednesday,4,WA,Highway,Crossroads,Clear,Wet,Night - Lit,43.78,50,545.8,3,37.0,11.3,Motorcycle,0.0,1.0,0,2684,PROCESSED,201071,0.1854,Moderate
ACC07871,2021-01-07,08:00,Wednesday,8,Illinois,Urban Road,None,Rainy,,Night - Unlit,45.95,100,747.0,1,16.0,8.3,Motorcycle,0.0,,0,7871,PROCESSED,376254,0.178,Minor
ACC03314,2022-04-21,17:00,Thursday,17,Ill.,Rural Road,None,Clear,Wet,Daylight,38.78,60,811.3,1,20.0,0.2,Motorcycle,,,1,3314,PROCESSED,730698,0.2027,Minor
ACC04236,2021-10-29,17:00,Monday,17,CA,One-way,None,Clear,Dry,Daylight,108.61,80,,3,,0.0,Car,1.0,0.0,1,4236,PROCESSED,702048,0.4759,Severe
ACC05702,2023-07-12,07:00,Tuesday,7,FL,Urban Road,T-Junction,Stormy,Wet,Night - Lit,117.67,50,204.9,2,65.0,17.3,Car,0.0,1.0,2,5702,PROCESSED,531889,0.8342,Severe
ACC07848,2022-07-06,22:00,Friday,22,CA,Urban Road,T-Junction,Foggy,Icy,Night - Lit,49.28,100,759.6,3,36.0,9.5,Truck,0.0,1.0,0,7848,PROCESSED,599563,0.5425,Minor
ACC02408,2022-05-23,16:00,Tuesday,16,New York,Urban Road,Slip Road,Windy,Wet,Dusk,70.43,80,502.3,1,37.0,4.9,Motorcycle,0.0,1.0,1,2408,PROCESSED,614572,0.0377,Moderate
ACC00328,2023-12-14,03:00,Wednesday,3,OH,Rural Road,Slip Road,foggy,Wet,Night - Unlit,61.89,100,492.1,2,36.0,4.4,Bus,,,2,328,PROCESSED,437255,0.4776,Moderate
ACC02052,2020-12-14,19:00,Tuesday,19,fl,Highway,T-Junction,,Icy,Daylight,61.87,30,,3,30.0,19.5,Van,0.0,1.0,2,2052,PROCESSED,939701,0.6993,Moderate
ACC02648,2023-07-18,10:00,Saturday,10,Ohio,Urban Road,Crossroads,Clear,Dry,,73.54,100,541.9,3,35.0,11.7,,0.0,1.0,2,2648,PROCESSED,562791,0.7721,Moderate
ACC05837,2021-11-25,03:00,Saturday,3,Florida,Expressway,Roundabout,Clear,Under Construction,Night - Lit,43.07,30,856.4,2,49.0,11.1,Truck,0.0,1.0,0,5837,PROCESSED,966191,0.967,Minor
ACC07151,2023-11-21,13:00,Monday,13,Texas,Rural Road,Crossroads,Clear,Wet,Daylight,42.15,30,835.0,1,47.0,10.5,,0.0,1.0,0,7151,PROCESSED,627986,0.4336,Minor
ACC02092,2021-12-23,18:00,Monday,18,N.Y.,Rural Road,None,High Wind,Dry,Daylight,,60,,1,52.0,7.6,SUV,0.0,1.0,4,2092,PROCESSED,120699,0.0408,Moderate
ACC02994,2020-11-04,20:00,Thursday,20,N.Y.,Urban Road,None,foggy,Under Construction,Daylight,35.08,120,,1,19.0,4.3,Van,0.0,1.0,0,2994,PROCESSED,768378,0.6604,Minor
ACC02582,2021-09-01,04:00,Friday,4,Ill.,Urban Road,Crossroads,Clear,Dry,Dusk,48.56,30,504.4,5,25.0,10.9,Van,0.0,,2,2582,PROCESSED,157875,0.4343,Moderate
ACC00278,2022-08-19,10:00,Wednesday,10,FL,One-way,T-Junction,rainy,Dry,Dusk,105.12,80,176.5,3,,13.1,Van,0.0,1.0,0,278,PROCESSED,130046,0.043,Severe
ACC04576,2022-03-30,13:00,Friday,13,Tx,Urban Road,T-Junction,Clear,Icy,Night - Lit,91.37,80,343.5,3,34.0,0.1,SUV,0.0,1.0,5,4576,PROCESSED,833611,0.143,Severe
ACC00520,2022-01-16,03:00,Saturday,3,CA.,Rural Road,Slip Road,Rainy,Icy,Daylight,61.83,50,503.7,2,43.0,6.3,Truck,0.0,1.0,1,520,PROCESSED,982749,0.0781,Moderate
ACC03216,2022-06-15,11:00,Friday,11,CA,Highway,Crossroads,Foggy,Under Construction,,113.8,60,294.5,1,16.0,9.2,SUV,1.0,0.0,2,3216,PROCESSED,253925,0.4195,Severe
ACC03782,2021-03-23,19:00,Wednesday,19,ny,Expressway,Crossroads,Clear,Wet,Dusk,40.47,50,740.3,3,53.0,13.0,Motorcycle,0.0,1.0,0,3782,PROCESSED,974738,0.6224,Minor
ACC06258,2023-10-23,06:00,Monday,6,Illinois,Urban Road,Crossroads,Clear,Icy,Daylight,,50,410.2,4,,1.7,Motorcycle,0.0,,2,6258,PROCESSED,154931,0.7705,Severe
ACC06827,2021-01-12,15:00,Monday,15,CA.,Highway,Roundabout,,Dry,Dawn,39.4,30,862.4,1,46.0,8.7,Bus,0.0,1.0,1,6827,PROCESSED,100491,0.3763,Minor
ACC07488,2021-08-18,11:00,Saturday,11,California,Expressway,None,,Dry,Night - Lit,53.36,30,516.3,2,32.0,,Truck,,1.0,0,7488,PROCESSED,758996,0.1555,Moderate
ACC06623,2021-01-27,04:00,Saturday,4,CA.,One-way,Crossroads,Clear,Dry,Daylight,89.15,30,260.4,5,38.0,15.5,Motorcycle,0.0,0.0,4,6623,PROCESSED,421018,0.6577,Severe
ACC07331,2023-05-02,22:00,Thursday,22,CA.,Highway,Roundabout,Clear,Wet,Night - Unlit,69.89,30,564.3,3,24.0,6.1,Car,0.0,1.0,0,7331,PROCESSED,642209,0.6966,Moderate
ACC00782,2022-09-22,07:00,Saturday,7,fl,Highway,None,Clear,Wet,Night - Unlit,100.71,80,165.7,8,,10.7,Motorcycle,1.0,1.0,2,782,PROCESSED,939532,0.5402,Severe
ACC01123,2020-02-06,16:00,Sunday,16,CA,Urban Road,Slip Road,,Dry,Night - Lit,53.77,50,536.4,4,21.0,15.2,Bus,,0.0,0,1123,PROCESSED,721443,0.1951,Moderate
ACC04299,2021-04-01,11:00,Friday,11,Ill.,Urban Road,Crossroads,Clear,Wet,,114.3,50,136.7,8,72.0,,,,0.0,3,4299,PROCESSED,706317,0.7969,Severe
ACC01597,2022-12-28,08:00,Wednesday,8,CA,Urban Road,T-Junction,Foggy,Wet,Night - Unlit,,50,564.4,2,66.0,13.7,Truck,0.0,1.0,0,1597,PROCESSED,182203,0.7594,Moderate
ACC04171,2022-01-01,17:00,Wednesday,17,Illinois,Urban Road,None,Stormy,Wet,Dusk,91.73,80,331.8,1,59.0,16.1,Truck,1.0,1.0,3,4171,PROCESSED,978433,0.255,Severe
ACC04137,2020-08-02,10:00,Saturday,10,Tx,Urban Road,None,Rainy,Wet,Night - Lit,55.62,50,750.4,3,62.0,17.7,Motorcycle,0.0,1.0,0,4137,PROCESSED,747002,0.5355,Minor
ACC04827,2021-12-17,22:00,Thursday,22,Ohio,Rural Road,Roundabout,,Dry,Night - Lit,117.47,100,,1,36.0,0.3,SUV,1.0,0.0,5,4827,PROCESSED,677407,0.8744,Severe
ACC04206,2023-12-19,11:00,Thursday,11,Washington,Rural Road,Roundabout,Rainy,Icy,Daylight,121.14,60,174.6,1,21.0,,Van,0.0,0.0,2,4206,PROCESSED,480394,0.1499,Severe
ACC07698,2020-06-22,14:00,Friday,14,Ill.,Rural Road,Roundabout,,Dry,Night - Lit,34.49,100,702.3,2,48.0,2.3,SUV,1.0,1.0,0,7698,PROCESSED,258819,0.8902,Minor
ACC04289,2022-09-18,09:00,Tuesday,9,N.Y.,Rural Road,None,Windy,Dry,Dawn,32.67,80,707.9,1,20.0,15.8,Bus,0.0,1.0,0,4289,PROCESSED,271317,0.7291,Minor
ACC04509,2022-10-03,22:00,Friday,22,OH,Expressway,Roundabout,Clear,Dry,Daylight,57.8,120,,2,46.0,2.2,,0.0,0.0,1,4509,PROCESSED,123174,0.5724,Minor
ACC07659,2022-10-01,10:00,Sunday,10,California,Urban Road,Crossroads,Snowy,Wet,Daylight,77.86,80,,3,16.0,16.5,Van,0.0,0.0,2,7659,PROCESSED,368096,0.0694,Severe
ACC07127,2022-12-25,07:00,Saturday,7,IL,Expressway,T-Junction,Rainy,Dry,Dawn,93.01,60,225.0,2,49.0,3.0,Truck,0.0,0.0,4,7127,PROCESSED,853287,0.2138,Severe
ACC07043,2020-06-03,06:00,Friday,6,FL,Expressway,None,Windy,Icy,Night - Lit,132.17,50,290.5,4,37.0,,SUV,0.0,1.0,7,7043,PROCESSED,851451,0.8523,Severe
ACC07741,2020-08-21,15:00,Thursday,15,ny,Highway,T-Junction,Clear,,Dusk,31.35,50,846.8,1,49.0,16.9,Truck,0.0,1.0,1,7741,PROCESSED,957762,0.3871,Minor
ACC02729,2023-04-16,14:00,Thursday,14,NY,One-way,None,Rainy,Dry,Night - Lit,57.23,80,845.5,1,,13.7,Car,0.0,1.0,0,2729,PROCESSED,154624,0.9623,Minor
ACC00410,2020-07-06,16:00,Tuesday,16,ny,Rural Road,None,,Wet,Dawn,120.18,30,237.0,4,,17.0,,1.0,1.0,7,410,PROCESSED,978377,0.0652,Severe
ACC05839,2022-12-09,14:00,Thursday,14,IL,Highway,T-Junction,Snow Fall,Dry,Night - Lit,27.65,60,898.0,1,50.0,9.3,SUV,1.0,0.0,0,5839,PROCESSED,803654,0.7827,Minor
ACC01674,2020-02-25,16:00,Wednesday,16,N.Y.,Urban Road,Crossroads,,Dry,Night - Unlit,91.64,50,188.8,5,62.0,10.3,SUV,0.0,1.0,3,1674,PROCESSED,562410,0.874,Severe
ACC01015,2022-03-16,07:00,Sunday,7,FL,Expressway,None,Clear,Dry,Dusk,105.93,80,,2,42.0,12.0,Bus,1.0,1.0,1,1015,PROCESSED,398872,0.5543,Severe
ACC00917,2023-07-14,07:00,Sunday,7,FL,Highway,Crossroads,Rainy,Under Construction,Night - Unlit,99.83,100,226.3,4,27.0,2.1,,1.0,,4,917,PROCESSED,431324,0.342,Severe
ACC04701,2021-02-07,12:00,Thursday,12,IL,Rural Road,Crossroads,Foggy,Wet,Night - Lit,73.92,60,589.9,3,,7.6,SUV,0.0,0.0,1,4701,PROCESSED,292496,0.6229,Moderate
ACC06633,2020-11-25,11:00,Friday,11,IL,Urban Road,Roundabout,Clear,Dry,Night - Lit,75.64,60,525.3,1,31.0,1.1,Motorcycle,0.0,1.0,2,6633,PROCESSED,294498,0.9828,Moderate
ACC01323,2021-01-27,20:00,Sunday,20,Washington,Highway,None,Windy,Icy,Daylight,,30,575.4,1,,12.1,SUV,1.0,1.0,0,1323,PROCESSED,335403,0.9974,Moderate
ACC07854,2020-06-12,19:00,Friday,19,fl,Rural Road,Slip Road,Rainy,,Night - Lit,85.83,30,466.4,3,27.0,11.3,Van,0.0,,1,7854,PROCESSED,526080,0.3327,Moderate
ACC03484,2023-05-05,12:00,Friday,12,CA.,Expressway,Crossroads,Rainy,Icy,Daylight,62.92,60,436.6,2,32.0,12.1,Truck,,1.0,4,3484,PROCESSED,947486,0.5219,Moderate
ACC03328,2021-10-28,01:00,Monday,1,Ohio,One-way,Roundabout,Clear,Dry,Night - Lit,84.96,80,383.8,4,46.0,18.7,Truck,0.0,0.0,1,3328,PROCESSED,477126,0.4019,Moderate
ACC07533,2023-09-12,06:00,Friday,6,Washington,Expressway,Roundabout,Clear,Wet,Daylight,29.34,120,680.1,1,55.0,9.3,Car,0.0,,0,7533,PROCESSED,891099,0.621,Minor
ACC07783,2020-09-06,06:00,Monday,6,Ohio,Urban Road,None,Fair,,Daylight,78.97,30,474.2,3,40.0,9.9,Truck,0.0,1.0,1,7783,PROCESSED,277864,0.7933,Moderate
ACC04966,2020-03-21,10:00,Sunday,10,New York,Rural Road,Crossroads,Rainy,Dry,Daylight,46.78,100,597.7,1,51.0,12.7,SUV,0.0,1.0,0,4966,PROCESSED,206030,0.0639,Minor
